user,repository_name,url,size,stargazers_count,forks_count,open_issues
b1shan,ebpf_demos,https://github.com/b1shan/ebpf_demos.git,14,0,0,0
DanielGrunberger,ebpf-firewall,https://github.com/DanielGrunberger/ebpf-firewall.git,35,0,0,0
robertosassu,diglim-ebpf,https://github.com/robertosassu/diglim-ebpf.git,50,1,0,0
NolanRudolph,eBPFlow,https://github.com/NolanRudolph/eBPFlow.git,183,0,0,0
nplanel,ebpf-check,https://github.com/nplanel/ebpf-check.git,2,1,0,0
egobillot,ebpf_collection,https://github.com/egobillot/ebpf_collection.git,3,0,0,0
animeshtrivedi,ebpf-example,https://github.com/animeshtrivedi/ebpf-example.git,58,0,0,0
werekraken,xps_ebpf,https://github.com/werekraken/xps_ebpf.git,8,0,0,0
sloorush,ebpf-keylogger,https://github.com/sloorush/ebpf-keylogger.git,1446,0,0,0
khenidak,ebpf-toolkit,https://github.com/khenidak/ebpf-toolkit.git,10,0,0,0
moonsikpark,ebpf-tls,https://github.com/moonsikpark/ebpf-tls.git,1,0,0,0
rmenn,ebpf-go,https://github.com/rmenn/ebpf-go.git,0,0,0,0
slashpai,ebpf_vagrant,https://github.com/slashpai/ebpf_vagrant.git,5,0,0,0
Leftddr,EBPF_CODE,https://github.com/Leftddr/EBPF_CODE.git,3688,0,0,1
anvaypatil,ebpf_experiments,https://github.com/anvaypatil/ebpf_experiments.git,3,0,0,0
jwnhy,ebpf_fuzz,https://github.com/jwnhy/ebpf_fuzz.git,5,0,0,0
sevan,viewpoint-linux,https://github.com/sevan/viewpoint-linux.git,704255,5,0,0
damontic,eBPF-reveal,https://github.com/damontic/eBPF-reveal.git,6906,0,0,2
silenceshell,ebpf-by-example,https://github.com/silenceshell/ebpf-by-example.git,5,0,0,0
withlin,sniff-http,https://github.com/withlin/sniff-http.git,0,0,0,0
cirocosta,execsnoopvis,https://github.com/cirocosta/execsnoopvis.git,40,3,0,2
olcf,greggd,https://github.com/olcf/greggd.git,157,4,1,5
rkubik,bpf-kprobe,https://github.com/rkubik/bpf-kprobe.git,2,1,0,0
dark-shade,bpf-tools,https://github.com/dark-shade/bpf-tools.git,5,0,0,0
johanneskastl,ansible-role-mount_ebpf,https://github.com/johanneskastl/ansible-role-mount_ebpf.git,5,0,0,0
RafaelOrtizRC,TBM,https://github.com/RafaelOrtizRC/TBM.git,155,1,0,0
21kyu,bpf-example,https://github.com/21kyu/bpf-example.git,40,0,0,0
Ghostbaby,trace,https://github.com/Ghostbaby/trace.git,8,0,0,0
ut-dacs,IMM-Assignment-eBPF,https://github.com/ut-dacs/IMM-Assignment-eBPF.git,8,1,1,0
vanneback,ebpf_exporter_dockerfile,https://github.com/vanneback/ebpf_exporter_dockerfile.git,4,0,1,0
22RC,ebpf-dns-latency,https://github.com/22RC/ebpf-dns-latency.git,3,0,0,0
JoshCoop1089,eBPF_Verification_Project,https://github.com/JoshCoop1089/eBPF_Verification_Project.git,60544,1,0,0
n1g3ld0uglas,eBPF-OSC-Install,https://github.com/n1g3ld0uglas/eBPF-OSC-Install.git,32,0,1,0
mjammer,deepdig,https://github.com/mjammer/deepdig.git,53,0,0,0
clickyotomy,rick-roll-bpf,https://github.com/clickyotomy/rick-roll-bpf.git,644,0,0,0
yefy,ebpf-sockhash-rs,https://github.com/yefy/ebpf-sockhash-rs.git,605,0,0,0
sterchelen,distee,https://github.com/sterchelen/distee.git,100,0,0,0
kannansel,goebpf,https://github.com/kannansel/goebpf.git,2,0,0,0
x213212,traceuprobe,https://github.com/x213212/traceuprobe.git,9,1,0,0
loshz,lemurs,https://github.com/loshz/lemurs.git,1489,0,0,0
anmolsarma,bpf-elf2insn,https://github.com/anmolsarma/bpf-elf2insn.git,2,3,0,0
willfindlay,3000shellwatch,https://github.com/willfindlay/3000shellwatch.git,32,0,0,0
desmondcheongzx,bpf-scope,https://github.com/desmondcheongzx/bpf-scope.git,5587,0,0,0
albertlockett,scylla_ebpf_utils,https://github.com/albertlockett/scylla_ebpf_utils.git,27,0,0,0
cyclinder,eBPF-demo,https://github.com/cyclinder/eBPF-demo.git,1,0,0,0
P4-Research,psabpf,https://github.com/P4-Research/psabpf.git,610,3,0,17
willfindlay,snoopy,https://github.com/willfindlay/snoopy.git,288,0,0,0
golst,bpf,https://github.com/golst/bpf.git,8,0,0,0
atrosinenko,bpfinst-spec,https://github.com/atrosinenko/bpfinst-spec.git,60985,2,0,0
isaac-ped,Socket-Launcher,https://github.com/isaac-ped/Socket-Launcher.git,4025,1,0,0
saireddyavs,eBPF_programs,https://github.com/saireddyavs/eBPF_programs.git,1749,0,0,0
motus,bpf-ml,https://github.com/motus/bpf-ml.git,36667,1,0,0
michelsciortino,eBPF-Simple-Monitor,https://github.com/michelsciortino/eBPF-Simple-Monitor.git,17,0,0,0
Yuya9786,eBPF_tutorial,https://github.com/Yuya9786/eBPF_tutorial.git,4,0,0,0
microsoft,eBPF-Event-Interceptor,https://github.com/microsoft/eBPF-Event-Interceptor.git,64,1,0,0
feniljain,ebpf_http_trace-rs,https://github.com/feniljain/ebpf_http_trace-rs.git,4,1,0,0
sartura,ebpf-hello-world,https://github.com/sartura/ebpf-hello-world.git,1175,3,1,0
rubinus,ebpf_exporter_master,https://github.com/rubinus/ebpf_exporter_master.git,17141,0,0,0
prashantv,cilium-ebpf-relocate-bug,https://github.com/prashantv/cilium-ebpf-relocate-bug.git,5,0,0,0
DivyanshuSaxena,eBPF-setup-scripts,https://github.com/DivyanshuSaxena/eBPF-setup-scripts.git,0,0,0,0
mrproliu,my_ebpf_test,https://github.com/mrproliu/my_ebpf_test.git,13173,1,1,0
lizonglin313,hello-eBPF,https://github.com/lizonglin313/hello-eBPF.git,3,0,0,0
JeongyoonMoon,lsmbpf_demo,https://github.com/JeongyoonMoon/lsmbpf_demo.git,296,1,0,0
zeenix,rbpf-sandbox,https://github.com/zeenix/rbpf-sandbox.git,22,0,0,0
alxn,ebpf-ctf1,https://github.com/alxn/ebpf-ctf1.git,9,0,0,0
ZhengjunHUO,bpflearn,https://github.com/ZhengjunHUO/bpflearn.git,395,1,0,0
kanurag94,filemonitor,https://github.com/kanurag94/filemonitor.git,16,1,0,0
adoerr,beehive,https://github.com/adoerr/beehive.git,96,1,0,1
Gui774ume,etrace,https://github.com/Gui774ume/etrace.git,2649,2,1,0
nerososft,sBPF,https://github.com/nerososft/sBPF.git,2065,2,0,0
vitalyvch,ebpf-lost-events,https://github.com/vitalyvch/ebpf-lost-events.git,4,1,0,0
phoracek,dhcp-via-ebpf,https://github.com/phoracek/dhcp-via-ebpf.git,12,1,0,0
TeachersPayTeachers,ebpf-exporter-deploy,https://github.com/TeachersPayTeachers/ebpf-exporter-deploy.git,141,0,0,0
madhusudanas,ebpf-mac-python,https://github.com/madhusudanas/ebpf-mac-python.git,1003,0,0,0
0x5AD,ebpf_openssl_tracer,https://github.com/0x5AD/ebpf_openssl_tracer.git,16,0,0,0
Ocram95,eBPF-Framework,https://github.com/Ocram95/eBPF-Framework.git,37,0,0,0
orace-github,ebpf-coupled-congestion-controler,https://github.com/orace-github/ebpf-coupled-congestion-controler.git,7206,0,0,0
yoniko,gctf21_ebpf,https://github.com/yoniko/gctf21_ebpf.git,3,0,0,0
msilveus1,eBPF_Tutorial,https://github.com/msilveus1/eBPF_Tutorial.git,0,0,0,0
Ocram95,cabuk_eBPF,https://github.com/Ocram95/cabuk_eBPF.git,4,0,0,0
vrutkovs,openshift-ebpf-exporter,https://github.com/vrutkovs/openshift-ebpf-exporter.git,9,0,0,0
madhusudanas,ebpf-mac-golang,https://github.com/madhusudanas/ebpf-mac-golang.git,1007,0,0,0
johnhowlett,ebpf_crt_1,https://github.com/johnhowlett/ebpf_crt_1.git,10,0,0,0
alexmackenzie-wx,eBPF-Projects,https://github.com/alexmackenzie-wx/eBPF-Projects.git,6,0,0,0
sts08015,eBPF_lab,https://github.com/sts08015/eBPF_lab.git,17,0,0,0
cleidetomaselli,eBPF_probes,https://github.com/cleidetomaselli/eBPF_probes.git,12,0,0,0
garogers01,eBPF_custom_instructions,https://github.com/garogers01/eBPF_custom_instructions.git,49,0,0,0
bredamatt,eBPF-hello-world,https://github.com/bredamatt/eBPF-hello-world.git,3,0,0,0
tarasglek,ebpf-packet-mangle,https://github.com/tarasglek/ebpf-packet-mangle.git,4,0,0,0
akemery,ebpf_congestion_controler,https://github.com/akemery/ebpf_congestion_controler.git,572,0,0,0
pja237,ebpf_exporter_programs,https://github.com/pja237/ebpf_exporter_programs.git,5,0,0,0
ChuanhongLi,eBPF-learning,https://github.com/ChuanhongLi/eBPF-learning.git,0,0,0,0
i1i1,iroha_ebpf_prototype,https://github.com/i1i1/iroha_ebpf_prototype.git,90,0,0,0
akemery,ebpf-coupled-congestion-controler,https://github.com/akemery/ebpf-coupled-congestion-controler.git,1361,2,0,0
loshz,ebpf-perf-go,https://github.com/loshz/ebpf-perf-go.git,609,0,0,0
THUchenzj,NNSGroup-ebpf-xdp-tutorial,https://github.com/THUchenzj/NNSGroup-ebpf-xdp-tutorial.git,2,0,0,0
iotwithit,ebpf-mqtts-dumper,https://github.com/iotwithit/ebpf-mqtts-dumper.git,2,0,0,0
fzakaria,rust-ebpf-demo,https://github.com/fzakaria/rust-ebpf-demo.git,3,1,0,0
OrangeGzY,playing_eBPF,https://github.com/OrangeGzY/playing_eBPF.git,194,0,0,0
alban,ebpf-link-reproducer,https://github.com/alban/ebpf-link-reproducer.git,4,1,0,0
kempy007,eBPF-ctf2021,https://github.com/kempy007/eBPF-ctf2021.git,262,0,0,0
ronchen210402,eBPF_project,https://github.com/ronchen210402/eBPF_project.git,1926,0,0,0
juise,df-ebpf-bl,https://github.com/juise/df-ebpf-bl.git,21,0,0,0
chrisman-io,Calico-Encryption-eBPF,https://github.com/chrisman-io/Calico-Encryption-eBPF.git,155,0,0,0
alanNutanix,hackathon_windows_ebpf,https://github.com/alanNutanix/hackathon_windows_ebpf.git,4968,0,0,0
anvaypatil,ebpf_lsm_rs,https://github.com/anvaypatil/ebpf_lsm_rs.git,613,0,0,0
hubblezzhu,srv6_eBPF,https://github.com/hubblezzhu/srv6_eBPF.git,4,0,0,0
Romain-Ly,linux_ebpf_jit,https://github.com/Romain-Ly/linux_ebpf_jit.git,26,1,1,0
cooshal,eBPF-sample,https://github.com/cooshal/eBPF-sample.git,7,0,0,0
wrightrocket,example-ebpf-socket,https://github.com/wrightrocket/example-ebpf-socket.git,0,0,0,0
tamihiro,bcc_ebpf_ttl,https://github.com/tamihiro/bcc_ebpf_ttl.git,2,0,0,0
higebu,docker-ebpf-build,https://github.com/higebu/docker-ebpf-build.git,2,0,0,0
IfanTsai,ebpf-tcp-ping,https://github.com/IfanTsai/ebpf-tcp-ping.git,267,0,0,0
tigera,ccol2ebpf,https://github.com/tigera/ccol2ebpf.git,6,0,0,0
hackertarget,osquery-ebpf-config,https://github.com/hackertarget/osquery-ebpf-config.git,10,1,1,0
syseleven,fuse-ebpf-exporter,https://github.com/syseleven/fuse-ebpf-exporter.git,16,1,1,0
giuliafrascaria,ebpf-filter-reduce,https://github.com/giuliafrascaria/ebpf-filter-reduce.git,32551,0,0,0
Life4honor,eBPF-practice,https://github.com/Life4honor/eBPF-practice.git,0,0,0,0
moldabekov,eBPF-app-analyzer,https://github.com/moldabekov/eBPF-app-analyzer.git,2,0,0,0
habibiefaried,xdp-ebpf-sample,https://github.com/habibiefaried/xdp-ebpf-sample.git,32,1,0,0
WagnerMarcos,Verificador-eBPF,https://github.com/WagnerMarcos/Verificador-eBPF.git,39,0,0,6
danielagenaro98,Verificador-eBPF,https://github.com/danielagenaro98/Verificador-eBPF.git,67,0,0,7
wazahm,ebpf-example-1,https://github.com/wazahm/ebpf-example-1.git,723,0,0,0
bundai223,sd_eBPF,https://github.com/bundai223/sd_eBPF.git,0,0,0,0
algogrit,presentation-go-meets-ebpf,https://github.com/algogrit/presentation-go-meets-ebpf.git,76,0,0,0
ahn9807,eBPF-Tutorial,https://github.com/ahn9807/eBPF-Tutorial.git,16,1,0,0
22RC,example_eBPF,https://github.com/22RC/example_eBPF.git,4,0,0,0
daisuke-settai,eBPF-sample,https://github.com/daisuke-settai/eBPF-sample.git,4,0,0,0
ChengWu-NJ,ebpf-bcc-apps,https://github.com/ChengWu-NJ/ebpf-bcc-apps.git,11,0,0,0
trialley,eBPF-Diary,https://github.com/trialley/eBPF-Diary.git,2,0,0,0
IntelligentDDS,eBPF-Fault-Injection,https://github.com/IntelligentDDS/eBPF-Fault-Injection.git,394,1,0,0
buttahtoast,ebpf_signature_verifier,https://github.com/buttahtoast/ebpf_signature_verifier.git,0,0,0,0
BaptistePires,eBPF_MKL_metrics,https://github.com/BaptistePires/eBPF_MKL_metrics.git,278,0,0,0
udana59,eBPFJITResearchProject,https://github.com/udana59/eBPFJITResearchProject.git,0,0,0,0
awesome-ebpf,awesome-ebpf.github.io,https://github.com/awesome-ebpf/awesome-ebpf.github.io.git,6134,1,0,0
cilium,ebpf.io-summit,https://github.com/cilium/ebpf.io-summit.git,4241,1,0,0
lux-hacker,WAF-with-eBPF,https://github.com/lux-hacker/WAF-with-eBPF.git,4,0,0,0
Ocram95,eBPF-Framework-Simulator,https://github.com/Ocram95/eBPF-Framework-Simulator.git,239,0,0,0
docent-net,ebpf-fun-and-learn,https://github.com/docent-net/ebpf-fun-and-learn.git,3,0,0,0
mmvieira,ASPLOS-eBPFlow,https://github.com/mmvieira/ASPLOS-eBPFlow.git,2181,0,0,0
hoang-tranviet,mptcp-ebpf-resources,https://github.com/hoang-tranviet/mptcp-ebpf-resources.git,2,1,0,0
CBackyx,eBPF-map,https://github.com/CBackyx/eBPF-map.git,9,0,0,0
mr-r3bot,eBPF-playground,https://github.com/mr-r3bot/eBPF-playground.git,36,0,0,0
nitishm,ebpf-xdp-drop-example,https://github.com/nitishm/ebpf-xdp-drop-example.git,14,0,0,0
soramitsu,iroha2-ebpf-prototype,https://github.com/soramitsu/iroha2-ebpf-prototype.git,90,0,1,0
ForeverZyh,P3-eBPF,https://github.com/ForeverZyh/P3-eBPF.git,998,0,0,0
sokoide,ebpf-hello-world,https://github.com/sokoide/ebpf-hello-world.git,12,0,0,0
bluec0re,ebpf-considered-harmful,https://github.com/bluec0re/ebpf-considered-harmful.git,623,1,0,0
FloatingGuy,ebpf_mapfd_doubleput_exploit,https://github.com/FloatingGuy/ebpf_mapfd_doubleput_exploit.git,3,1,1,0
fr0zn,ebpf-diss-asm,https://github.com/fr0zn/ebpf-diss-asm.git,12,1,0,0
christian-blades-cb,ebpf-rust-class,https://github.com/christian-blades-cb/ebpf-rust-class.git,5,0,0,0
Aetheya,ebpf_monitor_IoT,https://github.com/Aetheya/ebpf_monitor_IoT.git,169,0,0,0
caruccio,ebpf-xdp-test,https://github.com/caruccio/ebpf-xdp-test.git,2,0,0,0
xlab-uiuc,seccomp-ebpf-upstream,https://github.com/xlab-uiuc/seccomp-ebpf-upstream.git,1659072,0,1,0
galaxyll,redis_ebpf_go,https://github.com/galaxyll/redis_ebpf_go.git,7206,1,0,0
aayoubi,observability-with-ebpf,https://github.com/aayoubi/observability-with-ebpf.git,12,0,0,0
FourOneLab,eBPF-Handbook,https://github.com/FourOneLab/eBPF-Handbook.git,1,0,0,0
withlin,ebpf-loadbalancer-example,https://github.com/withlin/ebpf-loadbalancer-example.git,0,0,0,0
ainozaki,eBPF-runtime,https://github.com/ainozaki/eBPF-runtime.git,8,0,0,0
alicek106,ebpf-golang-examples,https://github.com/alicek106/ebpf-golang-examples.git,61,0,0,0
SalvatoreCostantino,eBPF_TCPFlow,https://github.com/SalvatoreCostantino/eBPF_TCPFlow.git,388,0,0,0
mongodb-labs,mongo-ebpf-tools,https://github.com/mongodb-labs/mongo-ebpf-tools.git,111,0,1,0
keikumata,ebpf-libbpf-exporter,https://github.com/keikumata/ebpf-libbpf-exporter.git,2,0,0,0
kevdef,eBPF-Congestion-Control,https://github.com/kevdef/eBPF-Congestion-Control.git,72,0,0,0
djobiii2078,ebpf-sched-interface,https://github.com/djobiii2078/ebpf-sched-interface.git,76,0,1,0
P4-Research,psa-ebpf-demo,https://github.com/P4-Research/psa-ebpf-demo.git,19,1,0,0
amit-sides,eBPF-TCP-Tracer,https://github.com/amit-sides/eBPF-TCP-Tracer.git,6,0,0,0
dfirence,linux-ebpf-experiments,https://github.com/dfirence/linux-ebpf-experiments.git,46,0,0,0
NickCao,ebpf-verifier-rs,https://github.com/NickCao/ebpf-verifier-rs.git,12,0,0,0
henrikrexed,ebpf_bcc_exporter,https://github.com/henrikrexed/ebpf_bcc_exporter.git,46,0,0,0
junyang-zh,eBPF-PayloadFilter,https://github.com/junyang-zh/eBPF-PayloadFilter.git,293,0,0,0
zefanxu,eBPF_interpreter,https://github.com/zefanxu/eBPF_interpreter.git,7,0,0,0
gpellicci,eBPF-injection,https://github.com/gpellicci/eBPF-injection.git,191124,0,0,0
EmilGedda,Linux-eBPF-Fuzzer,https://github.com/EmilGedda/Linux-eBPF-Fuzzer.git,0,0,0,0
oscomp2,proj20-ebpf-perftool,https://github.com/oscomp2/proj20-ebpf-perftool.git,2,0,0,0
Tredici,eBPF-C-examples,https://github.com/Tredici/eBPF-C-examples.git,4,0,0,0
eiffel-fl,cilium-ebpf-problem-reproducer,https://github.com/eiffel-fl/cilium-ebpf-problem-reproducer.git,582,0,0,0
MagicVin,eBPF_inspirations,https://github.com/MagicVin/eBPF_inspirations.git,4,0,0,0
212bypark,eBPF_program,https://github.com/212bypark/eBPF_program.git,2703,0,0,0
code-ape,ebpf-developer-kit,https://github.com/code-ape/ebpf-developer-kit.git,72,1,0,1
chao0070,ebpf-policy-enforcer,https://github.com/chao0070/ebpf-policy-enforcer.git,3,0,0,0
rutaka-n,ebpf_xdp_examples,https://github.com/rutaka-n/ebpf_xdp_examples.git,5,0,0,0
rgo3,eBPF-ocits,https://github.com/rgo3/eBPF-ocits.git,1,1,0,0
safchain,ebpf-stress-poc,https://github.com/safchain/ebpf-stress-poc.git,1,0,0,0
thehackercat,eBPF-chinese-notebook,https://github.com/thehackercat/eBPF-chinese-notebook.git,11,1,0,0
ShixiongQi,UCR-eBPF,https://github.com/ShixiongQi/UCR-eBPF.git,4861,1,0,0
igrslv,ebpf-rust-examples,https://github.com/igrslv/ebpf-rust-examples.git,9,0,0,0
thompsy,ebpf-summit-2021-ctf,https://github.com/thompsy/ebpf-summit-2021-ctf.git,16,0,0,0
bergeramit,proto2ebpf,https://github.com/bergeramit/proto2ebpf.git,30,0,0,0
Sentinel-One,s1-ebpfs,https://github.com/Sentinel-One/s1-ebpfs.git,4,1,0,0
ZirakZaheer,ZeroTrust-Ebpf,https://github.com/ZirakZaheer/ZeroTrust-Ebpf.git,26257,1,1,0
stefanmaerz,eBPF_communityID,https://github.com/stefanmaerz/eBPF_communityID.git,22,0,0,0
oneiro-naut,port_block_ebpf,https://github.com/oneiro-naut/port_block_ebpf.git,2,0,0,0
dxlearn,eBPF_network,https://github.com/dxlearn/eBPF_network.git,3,0,0,0
madhusudanas,ebpf_14oct,https://github.com/madhusudanas/ebpf_14oct.git,5297,0,0,0
hangyan,go-ebpf-tp,https://github.com/hangyan/go-ebpf-tp.git,3162,0,0,0
Abracax,ebpf_bytecode_loader,https://github.com/Abracax/ebpf_bytecode_loader.git,47,1,0,0
stokito,ebpf-web-proxy,https://github.com/stokito/ebpf-web-proxy.git,18,1,0,0
hangyan,tc-ebpf-test,https://github.com/hangyan/tc-ebpf-test.git,4,0,0,0
trailofbits,btfparse,https://github.com/trailofbits/btfparse.git,64,4,1,0
andreabonanno,eBPF_Classifier,https://github.com/andreabonanno/eBPF_Classifier.git,65,0,0,0
astrid-project,Attestation-eBPF-Tracing,https://github.com/astrid-project/Attestation-eBPF-Tracing.git,62,0,0,0
takehaya,test_ebpf_map,https://github.com/takehaya/test_ebpf_map.git,44,0,0,0
RiedelNicolas,7542-Verificador_eBPF,https://github.com/RiedelNicolas/7542-Verificador_eBPF.git,282,0,0,1
sudhendu,PerTenantFTUsingEBPF,https://github.com/sudhendu/PerTenantFTUsingEBPF.git,1890,0,0,0
intelav,eBPF_examples,https://github.com/intelav/eBPF_examples.git,8,0,0,0
fabstu,lsm-ebpf-experimenting,https://github.com/fabstu/lsm-ebpf-experimenting.git,632,1,0,0
sloorush,ebpf-process-logger,https://github.com/sloorush/ebpf-process-logger.git,2,0,0,0
Hackerl,go-probe-ebpf,https://github.com/Hackerl/go-probe-ebpf.git,1141,2,0,0
massoudasadi,packiffer,https://github.com/massoudasadi/packiffer.git,11452,52,1,0
moolen,secco,https://github.com/moolen/secco.git,54,3,0,0
chenyuezhou,bpf-socket-rediret,https://github.com/chenyuezhou/bpf-socket-rediret.git,3,3,0,0
digma-ai,digma,https://github.com/digma-ai/digma.git,4787,66,2,0
feniljain,ebpf_http_trace_loader-rs,https://github.com/feniljain/ebpf_http_trace_loader-rs.git,6,0,0,0
nicboul,xdp_l2_tbf,https://github.com/nicboul/xdp_l2_tbf.git,3,1,0,0
andref5,bina,https://github.com/andref5/bina.git,13,0,0,0
lieslycatn,dpinoi,https://github.com/lieslycatn/dpinoi.git,0,0,0,0
mccormickt,bpf,https://github.com/mccormickt/bpf.git,146071,0,0,0
udzura,container-tracers,https://github.com/udzura/container-tracers.git,1522,0,0,0
satrobit,xdp_counter,https://github.com/satrobit/xdp_counter.git,2,0,0,0
Company4808,us0q0ebpfc,https://github.com/Company4808/us0q0ebpfc.git,283,0,0,0
khooi8913,p4-ebpf-no-ping,https://github.com/khooi8913/p4-ebpf-no-ping.git,27,0,1,0
trialley,MEM-insight-in-eBPF,https://github.com/trialley/MEM-insight-in-eBPF.git,272,0,0,0
ken109,aya-example,https://github.com/ken109/aya-example.git,7,0,0,0
hz-kelpie,go-uprobe,https://github.com/hz-kelpie/go-uprobe.git,5,0,0,0
Nehliin,heap-monitor,https://github.com/Nehliin/heap-monitor.git,55,0,0,0
kofonfor,ansible-role-prometheus-ebpf-exporter,https://github.com/kofonfor/ansible-role-prometheus-ebpf-exporter.git,6,0,1,0
n1g3ld0uglas,eBPF-CaliEnt-Install,https://github.com/n1g3ld0uglas/eBPF-CaliEnt-Install.git,29,0,1,0
dsrhaslab,catbpf,https://github.com/dsrhaslab/catbpf.git,74,0,0,0
dxuuu,go-trie-repro,https://github.com/dxuuu/go-trie-repro.git,641,0,0,0
vinutht,java-profiling,https://github.com/vinutht/java-profiling.git,1178,0,0,0
hangyan,go-bpf-trace,https://github.com/hangyan/go-bpf-trace.git,3525,0,0,0
nathanmartins,sysperf,https://github.com/nathanmartins/sysperf.git,624,0,0,0
Ankurk99,Load-Balancer-using-eBPF,https://github.com/Ankurk99/Load-Balancer-using-eBPF.git,0,0,0,0
KyoUK4n,kbpf,https://github.com/KyoUK4n/kbpf.git,1,0,0,0
oscomp,proj133-ebpf-tracing-framework,https://github.com/oscomp/proj133-ebpf-tracing-framework.git,4,2,0,0
jellor,gbpf,https://github.com/jellor/gbpf.git,0,0,0,0
ken109,redbpf-example,https://github.com/ken109/redbpf-example.git,16,0,0,0
cdelzotti,SNIff,https://github.com/cdelzotti/SNIff.git,1321,1,0,0
mildred,bpf-sk-lookup-manager,https://github.com/mildred/bpf-sk-lookup-manager.git,2103,1,0,0
zyxelvagmail2004,dpinoi,https://github.com/zyxelvagmail2004/dpinoi.git,0,0,0,0
willfindlay,BPF-RBC,https://github.com/willfindlay/BPF-RBC.git,23,0,0,0
drewrip,gotrace,https://github.com/drewrip/gotrace.git,4,0,0,0
utky,rbc,https://github.com/utky/rbc.git,46,0,0,0
bablon,c-bpf,https://github.com/bablon/c-bpf.git,32,0,0,0
snowp,spf,https://github.com/snowp/spf.git,65,0,0,0
subotic,bpf,https://github.com/subotic/bpf.git,10,0,0,0
wwwzzz6543n,dpinoi,https://github.com/wwwzzz6543n/dpinoi.git,0,0,0,0
fripSide,libebpf,https://github.com/fripSide/libebpf.git,55,0,0,0
annp1987,ddos_tool_with_xdp_ebpf,https://github.com/annp1987/ddos_tool_with_xdp_ebpf.git,0,0,0,0
shemminger,dpdk-filter,https://github.com/shemminger/dpdk-filter.git,8,0,0,0
cen-ngc5139,bcc-docker-file,https://github.com/cen-ngc5139/bcc-docker-file.git,8,0,0,0
xuzhen1210aliyuny,nirmata,https://github.com/xuzhen1210aliyuny/nirmata.git,0,0,0,0
microsoft,ebpf-for-windows-public-talks,https://github.com/microsoft/ebpf-for-windows-public-talks.git,887,0,0,0
medislam,ring_buffer_event_loss_ebpf,https://github.com/medislam/ring_buffer_event_loss_ebpf.git,4686,0,0,0
githubfoam,k8s-cilium-remote-sandbox,https://github.com/githubfoam/k8s-cilium-remote-sandbox.git,33,3,0,0
oskardrums,simbpf,https://github.com/oskardrums/simbpf.git,174,3,0,8
myl7,xdptun,https://github.com/myl7/xdptun.git,434,3,0,0
rdelfin,bcc_tutorial,https://github.com/rdelfin/bcc_tutorial.git,1,1,0,0
gamemann,IPIPDirect-TC,https://github.com/gamemann/IPIPDirect-TC.git,284,8,2,1
ChuanhongLi,cgroup-icmp-drop,https://github.com/ChuanhongLi/cgroup-icmp-drop.git,6,0,0,0
No9,tide-trace,https://github.com/No9/tide-trace.git,34,12,1,0
OpenCloudOS,fuse-extent,https://github.com/OpenCloudOS/fuse-extent.git,810,3,0,0
azulzaietz,TP2--Taller_de_programacion-eBPF,https://github.com/azulzaietz/TP2--Taller_de_programacion-eBPF.git,115,0,0,5
MaoJianwei,Mao_Stateful_NAT66_XDP_eBPF,https://github.com/MaoJianwei/Mao_Stateful_NAT66_XDP_eBPF.git,17,1,0,0
oscomp,proj108-eBPF-based-NFS,https://github.com/oscomp/proj108-eBPF-based-NFS.git,4,2,0,0
egmc,ebpf_exporter_tcp_syn_retrans_conf,https://github.com/egmc/ebpf_exporter_tcp_syn_retrans_conf.git,6,0,0,0
22RC,eBPF-TcpLatency-NetPagefault,https://github.com/22RC/eBPF-TcpLatency-NetPagefault.git,11,0,0,1
w01fb0ss,my_bpf_study,https://github.com/w01fb0ss/my_bpf_study.git,834,2,0,0
astoycos,k8s-network-policy-ebpf-controller,https://github.com/astoycos/k8s-network-policy-ebpf-controller.git,7,0,0,0
ssnathan30,Efficient-Data-Retrieval-Using-eBPF,https://github.com/ssnathan30/Efficient-Data-Retrieval-Using-eBPF.git,30,0,1,0
p-quic,ubpf,https://github.com/p-quic/ubpf.git,224,5,1,0
iomartin,libebpf-offload,https://github.com/iomartin/libebpf-offload.git,8,0,0,0
gist-banana,testttteteterefadf,https://github.com/gist-banana/testttteteterefadf.git,0,0,0,0
ZhengjunHUO,ciliumlearn,https://github.com/ZhengjunHUO/ciliumlearn.git,4300,0,0,0
bsalunke,docker_image_for_ebpf_using_bcc,https://github.com/bsalunke/docker_image_for_ebpf_using_bcc.git,2,0,0,0
chanslor,bcc-eBPF-tools-on-ol7,https://github.com/chanslor/bcc-eBPF-tools-on-ol7.git,796,1,1,0
stelosca96,Tesi-eBPF-DDoS-Filter,https://github.com/stelosca96/Tesi-eBPF-DDoS-Filter.git,22,0,0,1
avwsolutions,ebpf-show-n-tell-demo-material,https://github.com/avwsolutions/ebpf-show-n-tell-demo-material.git,26,1,0,0
ipgonzalez2,ParseMail,https://github.com/ipgonzalez2/ParseMail.git,100,0,0,0
thedavekwon,bpf-audit,https://github.com/thedavekwon/bpf-audit.git,104,0,1,0
quinn-han,chmodsnoop,https://github.com/quinn-han/chmodsnoop.git,93,0,0,0
TomatoMr,watch-dog,https://github.com/TomatoMr/watch-dog.git,74,0,1,0
IoTAccessControl,libebpf,https://github.com/IoTAccessControl/libebpf.git,0,0,0,0
netgroup,eclat-daemon,https://github.com/netgroup/eclat-daemon.git,2483,0,0,28
