user,repository_name,url,size,stargazers_count,forks_count,open_issues
nimrodshn,packetfilter,https://github.com/nimrodshn/packetfilter.git,59,5,1,0
aldor007,ebpf-fun,https://github.com/aldor007/ebpf-fun.git,75,3,0,0
oda-g,eBPF,https://github.com/oda-g/eBPF.git,140,2,0,0
aterlo,puregobpf,https://github.com/aterlo/puregobpf.git,20,2,3,0
netgroup,hike,https://github.com/netgroup/hike.git,420,4,1,0
stwind,dockersnoop,https://github.com/stwind/dockersnoop.git,15,9,0,0
williamtu,lpc18-ebpf,https://github.com/williamtu/lpc18-ebpf.git,10819,3,0,1
sematext,uprobe-http-tracer,https://github.com/sematext/uprobe-http-tracer.git,1332,45,2,0
dylandreimerink,gobpfld,https://github.com/dylandreimerink/gobpfld.git,9740,9,0,1
waqqas,bpf,https://github.com/waqqas/bpf.git,4,3,0,0
10ne1,bcc-arm-cross-test,https://github.com/10ne1/bcc-arm-cross-test.git,801,1,2,0
pawalt,bpfeval,https://github.com/pawalt/bpfeval.git,9,5,0,0
lebauce,ebpfscene,https://github.com/lebauce/ebpfscene.git,72,2,0,0
fvasquez,ply-bbb,https://github.com/fvasquez/ply-bbb.git,5386,8,0,0
cyberhuman,ocaml-ubpf,https://github.com/cyberhuman/ocaml-ubpf.git,75,5,0,0
josecv,ebpf-userspace-exporter,https://github.com/josecv/ebpf-userspace-exporter.git,75,3,0,0
Jun10ng,ebpf-docker-for-desktop,https://github.com/Jun10ng/ebpf-docker-for-desktop.git,7,4,0,0
andrewstucki,ebpfun,https://github.com/andrewstucki/ebpfun.git,2498,2,0,4
pathtofile,ebpf-pinned-fentry,https://github.com/pathtofile/ebpf-pinned-fentry.git,1679,3,0,0
majek,inet-tool,https://github.com/majek/inet-tool.git,68,20,1,0
strang1ato,nhi,https://github.com/strang1ato/nhi.git,4278,219,5,10
dbolcsfoldi,ebpf-spice-cookie,https://github.com/dbolcsfoldi/ebpf-spice-cookie.git,9,3,0,0
atrosinenko,qinst,https://github.com/atrosinenko/qinst.git,228315,17,1,0
willfindlay,ebpH,https://github.com/willfindlay/ebpH.git,6470,26,4,2
masibw,furui,https://github.com/masibw/furui.git,1506,17,1,0
grantseltzer,gophercon-2020-tracing-go-with-ebpf,https://github.com/grantseltzer/gophercon-2020-tracing-go-with-ebpf.git,101,4,0,0
est357,owlk8s,https://github.com/est357/owlk8s.git,205,7,0,0
danobi,bpf-dwarf-walk,https://github.com/danobi/bpf-dwarf-walk.git,21,4,0,0
cyberhuman,ocaml-bpf-match-string,https://github.com/cyberhuman/ocaml-bpf-match-string.git,0,3,0,0
unixpickle,learn-bpf,https://github.com/unixpickle/learn-bpf.git,33,5,0,2
deepfence,open-tracer,https://github.com/deepfence/open-tracer.git,41,4,0,1
delphix,bcc,https://github.com/delphix/bcc.git,13049,1,8,1
niclashedam,ebpf-call,https://github.com/niclashedam/ebpf-call.git,56,2,1,0
NickCao,ebpf-rs,https://github.com/NickCao/ebpf-rs.git,1333,2,0,0
ratnadeepb,ebpf_examples,https://github.com/ratnadeepb/ebpf_examples.git,1330,2,0,0
simar7,ebpf-stuff,https://github.com/simar7/ebpf-stuff.git,1602,2,0,0
higebu,ebpf-loader,https://github.com/higebu/ebpf-loader.git,4,3,0,1
aya-rs,awesome-aya,https://github.com/aya-rs/awesome-aya.git,16,16,1,0
jiegec,hll_ebpf,https://github.com/jiegec/hll_ebpf.git,45,2,0,0
eBPF-Verifier,eBPFVerifier,https://github.com/eBPF-Verifier/eBPFVerifier.git,61,2,0,0
NathanFrench,ebpf-nspid,https://github.com/NathanFrench/ebpf-nspid.git,7,2,0,0
pappacena,ebpf-test,https://github.com/pappacena/ebpf-test.git,6,2,0,0
robertodauria,ebpf-vm,https://github.com/robertodauria/ebpf-vm.git,13,2,1,0
vlad9486,ebpf-tools,https://github.com/vlad9486/ebpf-tools.git,44,2,1,0
insa-unyte,ebpf-loadbalancer,https://github.com/insa-unyte/ebpf-loadbalancer.git,58,2,1,0
emfree,strace-ebpf,https://github.com/emfree/strace-ebpf.git,3,2,1,0
beeva-mariorodriguez,poc-ebpf,https://github.com/beeva-mariorodriguez/poc-ebpf.git,23,2,0,0
francisrstokes,ebpf-usb,https://github.com/francisrstokes/ebpf-usb.git,48,2,0,0
fntlnz,traffic-control-classifier-example,https://github.com/fntlnz/traffic-control-classifier-example.git,4,12,0,1
Jack-R-lantern,eBPF-study,https://github.com/Jack-R-lantern/eBPF-study.git,3267,2,0,0
nsm-lab,kernel-collector,https://github.com/nsm-lab/kernel-collector.git,8933,2,0,0
mmisono,cbpf-to-llvm-ir,https://github.com/mmisono/cbpf-to-llvm-ir.git,14,5,1,0
saburhb,eBPF-cast,https://github.com/saburhb/eBPF-cast.git,45,2,1,1
xrp-project,XRP,https://github.com/xrp-project/XRP.git,345,3,0,0
Super-long,ebpf-cache-for-redis,https://github.com/Super-long/ebpf-cache-for-redis.git,1977,2,0,6
oscomp,proj118-eBPF-based-monitor-for-container,https://github.com/oscomp/proj118-eBPF-based-monitor-for-container.git,5,7,2,0
nitishm,ebpf-iptable-verdict-logger,https://github.com/nitishm/ebpf-iptable-verdict-logger.git,835,2,0,0
raghus-hub,test-reuseport-ebpf,https://github.com/raghus-hub/test-reuseport-ebpf.git,9,2,0,0
coder,exectrace,https://github.com/coder/exectrace.git,1197,10,0,2
yasindce1998,KubeDagger,https://github.com/yasindce1998/KubeDagger.git,671,3,0,0
VJftw,falco-ebpf-probes,https://github.com/VJftw/falco-ebpf-probes.git,20,2,0,0
qais-yousef,tracepoints-helpers,https://github.com/qais-yousef/tracepoints-helpers.git,48,1,2,0
future-proof-iot,Femto-Container,https://github.com/future-proof-iot/Femto-Container.git,54,0,2,0
oscomp,proj20-ebpf-perftool,https://github.com/oscomp/proj20-ebpf-perftool.git,2,2,0,0
KumKeeHyun,ttcp,https://github.com/KumKeeHyun/ttcp.git,97,7,1,1
udzura,usdt_marker,https://github.com/udzura/usdt_marker.git,10,2,2,0
pchaigno,tail-call-bench,https://github.com/pchaigno/tail-call-bench.git,289,7,1,0
IntelligentDDS,Kmon,https://github.com/IntelligentDDS/Kmon.git,16574,9,1,0
kabachook,tls-sniffer,https://github.com/kabachook/tls-sniffer.git,4,2,0,0
opennetworkinglab,int-host-reporter,https://github.com/opennetworkinglab/int-host-reporter.git,830,9,0,3
Sheenam3,ebpfBox,https://github.com/Sheenam3/ebpfBox.git,28,0,0,0
mxdblcf,ebpfStudy,https://github.com/mxdblcf/ebpfStudy.git,670,0,0,0
jikui,ebpf,https://github.com/jikui/ebpf.git,0,0,0,0
tohojo,tc-classifier,https://github.com/tohojo/tc-classifier.git,5,4,0,0
kubearmor,libbpf,https://github.com/kubearmor/libbpf.git,108,4,1,0
hujun-open,etherconn,https://github.com/hujun-open/etherconn.git,189,8,0,1
je-nunez,testing_linux_eBPF_probes,https://github.com/je-nunez/testing_linux_eBPF_probes.git,27,2,0,0
summerwind,l3dsr-packet-forwarder,https://github.com/summerwind/l3dsr-packet-forwarder.git,6,6,0,0
pantuza,equic,https://github.com/pantuza/equic.git,313,6,1,1
sing-group,ebpf2smtp,https://github.com/sing-group/ebpf2smtp.git,95,0,0,0
mtoolsmiths,ebpf,https://github.com/mtoolsmiths/ebpf.git,0,0,0,0
vincent-pli,ebpf,https://github.com/vincent-pli/ebpf.git,672,1,0,0
paramananda1,ebpf,https://github.com/paramananda1/ebpf.git,8,0,0,0
johngv2,ebpf,https://github.com/johngv2/ebpf.git,10,1,0,0
Ankurk99,eBPF,https://github.com/Ankurk99/eBPF.git,0,0,0,0
dalnefre,eBPF,https://github.com/dalnefre/eBPF.git,3177,1,1,0
baoyachi,eBPF,https://github.com/baoyachi/eBPF.git,1,0,0,1
onurturhan,ebpf,https://github.com/onurturhan/ebpf.git,10,0,0,0
sing-group,ebpf2smtp,https://github.com/sing-group/ebpf2smtp.git,95,0,0,0
not1337,ebpf2c,https://github.com/not1337/ebpf2c.git,24,0,0,0
8acky1024,ebpf,https://github.com/8acky1024/ebpf.git,1,0,0,0
jdon,ebpf,https://github.com/jdon/ebpf.git,36,0,0,0
keyval-dev,opentelemetry-go-instrumentation,https://github.com/keyval-dev/opentelemetry-go-instrumentation.git,207,12,0,0
tryke,ebpf,https://github.com/tryke/ebpf.git,4,0,0,0
Krishna1024crypto,EBPF,https://github.com/Krishna1024crypto/EBPF.git,6,0,0,0
mzs6333,eBPF,https://github.com/mzs6333/eBPF.git,16,0,0,0
rburkholder,ebpf,https://github.com/rburkholder/ebpf.git,21,1,0,0
ganjiaravind,ebpf,https://github.com/ganjiaravind/ebpf.git,2451,0,0,0
adhamkhalil,eBPF,https://github.com/adhamkhalil/eBPF.git,2084,0,0,0
AndreaBe99,eBPF,https://github.com/AndreaBe99/eBPF.git,282,0,0,0
abc463774475,ebpf,https://github.com/abc463774475/ebpf.git,0,0,0,0
doribd,ebpf,https://github.com/doribd/ebpf.git,2,0,0,0
latte-c,ebpf2rv,https://github.com/latte-c/ebpf2rv.git,70,0,0,0
foyjog,EbpfInContainer,https://github.com/foyjog/EbpfInContainer.git,40,0,0,0
hyperbloger,eBPF,https://github.com/hyperbloger/eBPF.git,0,0,0,0
rangapv,eBPF,https://github.com/rangapv/eBPF.git,11,0,0,0
SteveCurcy,eBPF,https://github.com/SteveCurcy/eBPF.git,48,0,0,0
waffleboot,ebpf,https://github.com/waffleboot/ebpf.git,2,0,0,0
mehrdadrad,ebpf,https://github.com/mehrdadrad/ebpf.git,14,1,0,0
adoniss26,eBPF,https://github.com/adoniss26/eBPF.git,0,0,0,0
bangyogesh,eBPF,https://github.com/bangyogesh/eBPF.git,1,0,0,0
yuleihua,learn-xdp,https://github.com/yuleihua/learn-xdp.git,7816,1,1,0
supershabam,ebpf,https://github.com/supershabam/ebpf.git,824,0,0,0
Sheenam3,ebpf,https://github.com/Sheenam3/ebpf.git,88,0,0,0
sandswind,net-ebpfs,https://github.com/sandswind/net-ebpfs.git,14,0,0,0
hanw,ebpf,https://github.com/hanw/ebpf.git,0,0,0,0
vlrpl,eBPF,https://github.com/vlrpl/eBPF.git,5,0,0,0
mangelajo,ebpf,https://github.com/mangelajo/ebpf.git,2,0,0,0
aleberkn,eBPF,https://github.com/aleberkn/eBPF.git,0,0,0,0
htlabc,ebpf,https://github.com/htlabc/ebpf.git,61,0,0,0
Emin3mU,eBPF,https://github.com/Emin3mU/eBPF.git,7,0,0,0
vvtam,eBPF,https://github.com/vvtam/eBPF.git,1,0,0,0
go-ebpf,ebpf,https://github.com/go-ebpf/ebpf.git,0,0,0,0
jgrafton,ebpf,https://github.com/jgrafton/ebpf.git,9,0,0,0
barkardk,ebpf,https://github.com/barkardk/ebpf.git,2,0,0,0
iovisor-goodies,ebpf,https://github.com/iovisor-goodies/ebpf.git,0,0,0,0
vjsanjay,eBPF,https://github.com/vjsanjay/eBPF.git,0,0,0,0
csioza,eBPF,https://github.com/csioza/eBPF.git,36,0,0,0
hmahal,ebpf,https://github.com/hmahal/ebpf.git,0,0,0,0
Leftddr,EBPF,https://github.com/Leftddr/EBPF.git,14155,0,0,0
maroonpu,ebpf,https://github.com/maroonpu/ebpf.git,6,0,0,0
Zooooey,ebpf,https://github.com/Zooooey/ebpf.git,11,0,0,0
RandyLambert,eBPF,https://github.com/RandyLambert/eBPF.git,168,0,0,0
egobillot,calltop,https://github.com/egobillot/calltop.git,7626,20,2,11
nikita15p,ebpf,https://github.com/nikita15p/ebpf.git,0,0,0,0
hayama17,eBPF,https://github.com/hayama17/eBPF.git,9,0,0,0
rumpl,ebpf,https://github.com/rumpl/ebpf.git,5,0,0,0
freemanpolys,ebpf,https://github.com/freemanpolys/ebpf.git,438,0,0,0
wm775825,ebpf,https://github.com/wm775825/ebpf.git,17,0,0,0
oscomp,proj145-ebpf-impl-by-rust,https://github.com/oscomp/proj145-ebpf-impl-by-rust.git,2,2,0,0
RafaelOrtizRC,duo-xdp-rust,https://github.com/RafaelOrtizRC/duo-xdp-rust.git,13,3,0,0
miyakelp,xdp_rewrite_port,https://github.com/miyakelp/xdp_rewrite_port.git,15,3,1,0
lollipopman,sourcerts,https://github.com/lollipopman/sourcerts.git,100,2,0,1
mscastanho,chaining-box,https://github.com/mscastanho/chaining-box.git,1185,2,1,0
grantseltzer,libbpf-build-template,https://github.com/grantseltzer/libbpf-build-template.git,1334,3,0,0
poonai,aarai,https://github.com/poonai/aarai.git,90,2,0,0
terassyi,go-xdp-examples,https://github.com/terassyi/go-xdp-examples.git,21,2,0,0
bolinfest,rstrace,https://github.com/bolinfest/rstrace.git,4,2,0,0
dalehamel,mctop-tool-example,https://github.com/dalehamel/mctop-tool-example.git,39955,2,1,0
SericaLaw,snoopy-ebpf,https://github.com/SericaLaw/snoopy-ebpf.git,604,0,0,0
doyshinda,rxdp,https://github.com/doyshinda/rxdp.git,252,3,0,0
simmsb,traceroute-spoof,https://github.com/simmsb/traceroute-spoof.git,17,2,0,0
glenn-wang,xdp_acl,https://github.com/glenn-wang/xdp_acl.git,6697,9,1,0
chadbrewbaker,ebpftalk,https://github.com/chadbrewbaker/ebpftalk.git,27,0,0,0
yarochewsky,ebpfdump,https://github.com/yarochewsky/ebpfdump.git,47,0,0,0
mauriciovasquezbernal,ebpfissue,https://github.com/mauriciovasquezbernal/ebpfissue.git,609,0,0,0
infominer75,ebpfbook,https://github.com/infominer75/ebpfbook.git,28,1,0,0
midist0xf,ebpfexamples,https://github.com/midist0xf/ebpfexamples.git,9,1,0,0
sumerc,gilstats.py,https://github.com/sumerc/gilstats.py.git,48,6,0,0
lumontec,ebpfun,https://github.com/lumontec/ebpfun.git,65,0,0,0
yejinlei,ebpfcode,https://github.com/yejinlei/ebpfcode.git,319,0,0,0
anarkiwi,arpwatch-ebpf,https://github.com/anarkiwi/arpwatch-ebpf.git,11,0,0,0
mtirpak,BPF,https://github.com/mtirpak/BPF.git,484,0,0,0
Gui774ume,unixdump,https://github.com/Gui774ume/unixdump.git,1021,5,1,0
ZafirTab,Performance,https://github.com/ZafirTab/Performance.git,34526,0,0,0
shriramsharma,ebpf-tutorial,https://github.com/shriramsharma/ebpf-tutorial.git,1,0,0,0
weixingsun,bprof,https://github.com/weixingsun/bprof.git,0,0,0,0
githubfoam,k8s-ebpf-sandbox,https://github.com/githubfoam/k8s-ebpf-sandbox.git,20,0,0,0
joamaki,ebpf-interp,https://github.com/joamaki/ebpf-interp.git,17,0,0,0
chusyclub,enbpfs,https://github.com/chusyclub/enbpfs.git,14,0,0,0
HidenoriMatsubayashi,ebpf-playground,https://github.com/HidenoriMatsubayashi/ebpf-playground.git,2,1,0,0
ValentinoUberti,xBPF,https://github.com/ValentinoUberti/xBPF.git,3,1,0,0
yifengyou,go-ebpf,https://github.com/yifengyou/go-ebpf.git,1,0,0,0
dechainers,dechainy,https://github.com/dechainers/dechainy.git,458,18,1,1
dio,ebpf-tutorial,https://github.com/dio/ebpf-tutorial.git,576,1,0,0
ljrcore,eBPF-bcc,https://github.com/ljrcore/eBPF-bcc.git,8,0,0,0
slashpai,ebpf_multipass,https://github.com/slashpai/ebpf_multipass.git,5,0,0,0
shun159,play_ebpf,https://github.com/shun159/play_ebpf.git,32,0,0,0
vsdmars,ebpf_example,https://github.com/vsdmars/ebpf_example.git,1,0,0,0
isaac-ped,cis800,https://github.com/isaac-ped/cis800.git,22,0,0,0
bmkrutgers,EBPF-Vefier,https://github.com/bmkrutgers/EBPF-Vefier.git,43,0,0,0
edudfla,xdp_ebpf,https://github.com/edudfla/xdp_ebpf.git,8,0,0,0
EmanW,practice-ebpf,https://github.com/EmanW/practice-ebpf.git,0,0,0,0
oscerd,ebpf-samples,https://github.com/oscerd/ebpf-samples.git,8,0,0,0
genslein,ebpf-playground,https://github.com/genslein/ebpf-playground.git,6,2,0,1
walleliu1016,ebpf-learning,https://github.com/walleliu1016/ebpf-learning.git,6,0,0,0
levoai,ebpf_demo,https://github.com/levoai/ebpf_demo.git,42,0,0,0
lucasfsduarte,ebpf-converter,https://github.com/lucasfsduarte/ebpf-converter.git,80,0,0,0
rfc2119,ebpf-talk,https://github.com/rfc2119/ebpf-talk.git,3928,0,0,0
Ankurk99,ebpf-tailcall,https://github.com/Ankurk99/ebpf-tailcall.git,5821,0,0,0
kcq,ebpf-libraries,https://github.com/kcq/ebpf-libraries.git,192,1,0,0
fsbordinhao,ebpf_tests,https://github.com/fsbordinhao/ebpf_tests.git,3,1,0,0
lbbxsxlz,ebpf-practice,https://github.com/lbbxsxlz/ebpf-practice.git,47423,1,0,0
snix0,ebpf-playground,https://github.com/snix0/ebpf-playground.git,4,0,0,0
sourabhtk37,xdp-ebpf,https://github.com/sourabhtk37/xdp-ebpf.git,3,0,0,0
fsoppelsa,ebpf-playground,https://github.com/fsoppelsa/ebpf-playground.git,0,0,0,0
marywangran,ebpf_sockmap,https://github.com/marywangran/ebpf_sockmap.git,18,0,0,0
ianmiell,shutit-ebpf,https://github.com/ianmiell/shutit-ebpf.git,4,0,0,0
alex-wong123,ebpf-learning,https://github.com/alex-wong123/ebpf-learning.git,3,0,0,0
chaspy,vagrant-ebpf,https://github.com/chaspy/vagrant-ebpf.git,5,0,0,0
boatrainlsz,ebpf_research,https://github.com/boatrainlsz/ebpf_research.git,1301,1,0,0
SuperAbee,ebpf-practice,https://github.com/SuperAbee/ebpf-practice.git,0,0,0,0
kwjjyn,PX,https://github.com/kwjjyn/PX.git,7077,4,0,0
adriansr,ebpf-testing,https://github.com/adriansr/ebpf-testing.git,14,0,0,0
iomartin,ebpf-test,https://github.com/iomartin/ebpf-test.git,184,0,0,0
westonsteimel,hello-ebpf,https://github.com/westonsteimel/hello-ebpf.git,2,0,0,0
bellent69ne,ebpf_examples,https://github.com/bellent69ne/ebpf_examples.git,23159,1,0,0
Jymit,ebpf-notes,https://github.com/Jymit/ebpf-notes.git,1,0,0,0
SomalianIvan,ebpf-sandbox,https://github.com/SomalianIvan/ebpf-sandbox.git,0,0,0,0
sumuduliyanage,ebpf_examples,https://github.com/sumuduliyanage/ebpf_examples.git,172,0,0,0
takumakume,ebpf-practice,https://github.com/takumakume/ebpf-practice.git,99,0,0,0
P4-Research,ebpf-demos,https://github.com/P4-Research/ebpf-demos.git,6,0,1,0
dpino,ebpf-disasm,https://github.com/dpino/ebpf-disasm.git,57,1,0,0
yojicsc,ebpf-filter,https://github.com/yojicsc/ebpf-filter.git,0,0,0,0
gregdel,ebpf-apps,https://github.com/gregdel/ebpf-apps.git,11,1,0,0
ragoragino,ebpf-explorations,https://github.com/ragoragino/ebpf-explorations.git,319,0,0,0
marc-campbell,ebpf-sample,https://github.com/marc-campbell/ebpf-sample.git,116,0,1,0
Ankurk99,ebpf_ringbuffer,https://github.com/Ankurk99/ebpf_ringbuffer.git,1,0,0,0
praveingk,xflow-ebpf,https://github.com/praveingk/xflow-ebpf.git,152,0,0,1
AlexanderKurtz,ebpf-demo,https://github.com/AlexanderKurtz/ebpf-demo.git,5,0,0,0
weiyanhua100,ebpf-study,https://github.com/weiyanhua100/ebpf-study.git,3,0,0,0
Draculet,ebpf_test,https://github.com/Draculet/ebpf_test.git,2105,0,0,0
atul-g,ebpf-programs,https://github.com/atul-g/ebpf-programs.git,44,0,0,0
IoTAccessControl,ebpf-log,https://github.com/IoTAccessControl/ebpf-log.git,60,0,0,0
rodrigogribeiro,definitional-ebpf,https://github.com/rodrigogribeiro/definitional-ebpf.git,3,0,0,0
Skactor,ebpf-mprotect,https://github.com/Skactor/ebpf-mprotect.git,3,0,0,0
Javadkamyabi,eBPFHooks,https://github.com/Javadkamyabi/eBPFHooks.git,447,0,0,0
Drumato,ebpf-disasm,https://github.com/Drumato/ebpf-disasm.git,9,0,0,0
XieGuochao,ebpf-examples,https://github.com/XieGuochao/ebpf-examples.git,12,0,0,0
geyslan,ebpf-pattern,https://github.com/geyslan/ebpf-pattern.git,27,1,0,0
aydany,ebpf-playground,https://github.com/aydany/ebpf-playground.git,1333,0,0,0
crhino,ebpf-go,https://github.com/crhino/ebpf-go.git,5,0,0,0
s4ichi,ebpf-playground,https://github.com/s4ichi/ebpf-playground.git,1,0,0,0
vakalapa,ebpf-vlanid,https://github.com/vakalapa/ebpf-vlanid.git,59,1,0,0
cu-computer-systems,topk-ebpf,https://github.com/cu-computer-systems/topk-ebpf.git,73,0,0,0
luanguimaraesla,ebpfbr.org,https://github.com/luanguimaraesla/ebpfbr.org.git,1850,0,0,0
ismhong,ebpf_exporter,https://github.com/ismhong/ebpf_exporter.git,18506,0,0,0
rafael-din152,ebpf-sim,https://github.com/rafael-din152/ebpf-sim.git,9,1,0,0
mkulke,ebpf-explo,https://github.com/mkulke/ebpf-explo.git,30,0,0,0
lfama,ebpf-experiments,https://github.com/lfama/ebpf-experiments.git,3,0,0,0
feifeifeimoon,ebpf-study,https://github.com/feifeifeimoon/ebpf-study.git,1280,0,0,0
tfxidian,ebpf-tutorial,https://github.com/tfxidian/ebpf-tutorial.git,9322,0,0,0
irenge,ebpf-Intro-,https://github.com/irenge/ebpf-Intro-.git,72,1,0,0
nirmoy,ebpf_example,https://github.com/nirmoy/ebpf_example.git,8,0,0,0
georgebuckerfield,ebpf-tools,https://github.com/georgebuckerfield/ebpf-tools.git,13,0,0,0
brycekahle,ebpf-resources,https://github.com/brycekahle/ebpf-resources.git,50,0,0,0
circleous,ebpf-reject,https://github.com/circleous/ebpf-reject.git,0,0,0,0
tetsuzawa,ebpf-playground,https://github.com/tetsuzawa/ebpf-playground.git,2,0,0,0
branan,substrate-ebpf,https://github.com/branan/substrate-ebpf.git,0,0,0,0
AnaisUrlichs,awesome-ebpf,https://github.com/AnaisUrlichs/awesome-ebpf.git,2,1,0,0
orace-github,CTester-EBPF,https://github.com/orace-github/CTester-EBPF.git,3123,0,0,0
niraj0703,Ebpf-Understanding,https://github.com/niraj0703/Ebpf-Understanding.git,7,0,0,0
sauercrowd,ebpf-test,https://github.com/sauercrowd/ebpf-test.git,5,0,0,0
jerinjacobk,ebpf-test,https://github.com/jerinjacobk/ebpf-test.git,8,0,1,0
P1llus,ebpf-go,https://github.com/P1llus/ebpf-go.git,2084,0,0,0
14935,waf-ebpf,https://github.com/14935/waf-ebpf.git,8,0,0,0
Oshawk,arch_ebpf,https://github.com/Oshawk/arch_ebpf.git,23,0,0,0
dsever,ebpf_class,https://github.com/dsever/ebpf_class.git,8,0,0,0
linsun,ebpf-samples,https://github.com/linsun/ebpf-samples.git,1,1,0,0
invincible1900,ebpf-examples,https://github.com/invincible1900/ebpf-examples.git,9796,0,0,0
qq906907952,learning_ebpf,https://github.com/qq906907952/learning_ebpf.git,15,1,0,0
RAVAN0407,go_ebpf,https://github.com/RAVAN0407/go_ebpf.git,3,0,0,0
k82cn,ebpf-learn,https://github.com/k82cn/ebpf-learn.git,664,1,0,0
cjdoucette,ebpf-encap,https://github.com/cjdoucette/ebpf-encap.git,38,0,0,0
gatieme,eBPFXCoding,https://github.com/gatieme/eBPFXCoding.git,31,1,0,0
laik,ebpf-ipvs,https://github.com/laik/ebpf-ipvs.git,5,0,0,0
chen-keinan,ebpf-vagrantfile,https://github.com/chen-keinan/ebpf-vagrantfile.git,18,1,0,0
Zarrar12,xdp_ebpf,https://github.com/Zarrar12/xdp_ebpf.git,1130,0,0,0
rahuljagad,ebpf-tutorial,https://github.com/rahuljagad/ebpf-tutorial.git,2,0,0,0
djs55,ebpf-experiments,https://github.com/djs55/ebpf-experiments.git,992,1,0,0
SenberHu,hids-ebpf,https://github.com/SenberHu/hids-ebpf.git,0,1,0,0
rresender,ebpf-test,https://github.com/rresender/ebpf-test.git,3,0,0,0
JESWINKNINAN,ebpf-box,https://github.com/JESWINKNINAN/ebpf-box.git,4,0,0,0
hackeren,ebpf-demo,https://github.com/hackeren/ebpf-demo.git,1,0,0,0
saburhb,ebpf-switch,https://github.com/saburhb/ebpf-switch.git,1,0,1,0
chenfangxin,using_ebpf,https://github.com/chenfangxin/using_ebpf.git,201,0,0,0
valmikroy,ebpf_learn,https://github.com/valmikroy/ebpf_learn.git,30,0,0,0
pyaillet,ebpf-discovery,https://github.com/pyaillet/ebpf-discovery.git,41,0,0,0
mmvieira,eBPFlow,https://github.com/mmvieira/eBPFlow.git,2896,0,0,0
huanwei,ebpf-study,https://github.com/huanwei/ebpf-study.git,0,0,0,0
cspinetta,ebpf-playground,https://github.com/cspinetta/ebpf-playground.git,1,0,0,0
RafaelGSS,ebpf-checklist,https://github.com/RafaelGSS/ebpf-checklist.git,3,0,0,0
njcx,ebpf-elf,https://github.com/njcx/ebpf-elf.git,42,0,0,0
tahirali-csc,ebpf-exploration,https://github.com/tahirali-csc/ebpf-exploration.git,5877,0,0,0
psanford,ebpf-examples,https://github.com/psanford/ebpf-examples.git,82,0,0,0
pedrofausto,ebpf_studies,https://github.com/pedrofausto/ebpf_studies.git,53,1,0,0
Stuckinendlesschaos,ebpf_exporter,https://github.com/Stuckinendlesschaos/ebpf_exporter.git,2280,0,0,0
emanuele-f,ebpf_experiments,https://github.com/emanuele-f/ebpf_experiments.git,26,0,1,0
kisom,ebpf_vm,https://github.com/kisom/ebpf_vm.git,29,0,0,0
progovoy,ebpf_perf,https://github.com/progovoy/ebpf_perf.git,37,1,0,0
ockie1729,sample_ebpf,https://github.com/ockie1729/sample_ebpf.git,2,0,0,0
OpeOnikute,ebpf-playground,https://github.com/OpeOnikute/ebpf-playground.git,749,0,0,0
cen-ngc5139,ebpf-tools,https://github.com/cen-ngc5139/ebpf-tools.git,1,0,0,0
BTDevelop,awesome-ebpf,https://github.com/BTDevelop/awesome-ebpf.git,5,1,0,0
fs714,ebpf-study,https://github.com/fs714/ebpf-study.git,667,0,0,0
francoismichel,ebpf_dropper,https://github.com/francoismichel/ebpf_dropper.git,8292,1,1,0
unicell,vagrant-ebpf,https://github.com/unicell/vagrant-ebpf.git,17,1,0,0
AlexZzz,ebpf-tools,https://github.com/AlexZzz/ebpf-tools.git,10,1,1,0
walkerxiong,ebpf-examples,https://github.com/walkerxiong/ebpf-examples.git,6169,0,0,0
lucasfsduarte,alpine-ebpf,https://github.com/lucasfsduarte/alpine-ebpf.git,9,0,0,0
unicell,ebpf-examples,https://github.com/unicell/ebpf-examples.git,5,0,0,0
mkhmirza,ebpf-xdp,https://github.com/mkhmirza/ebpf-xdp.git,5,0,0,0
sevikarakose,ebpf-beginners,https://github.com/sevikarakose/ebpf-beginners.git,0,0,0,0
lives-group,racket-ebpf,https://github.com/lives-group/racket-ebpf.git,361,1,0,0
artych,ebpf-0,https://github.com/artych/ebpf-0.git,0,0,0,0
alexburt,ebpf-examples,https://github.com/alexburt/ebpf-examples.git,0,0,0,0
kfl,ebpf-tools,https://github.com/kfl/ebpf-tools.git,30,1,1,4
netobserv,ebpf-research,https://github.com/netobserv/ebpf-research.git,5321,0,1,1
jadinm,tpc-ebpf,https://github.com/jadinm/tpc-ebpf.git,111,0,0,0
yifengyou,learn-ebpf,https://github.com/yifengyou/learn-ebpf.git,23034,1,1,0
orace-github,ebpf_mptcp,https://github.com/orace-github/ebpf_mptcp.git,0,0,0,0
yew011,demux_ebpf,https://github.com/yew011/demux_ebpf.git,3,0,0,0
huanwei,ebpf-practise,https://github.com/huanwei/ebpf-practise.git,6,0,0,0
sethp,docker-ebpf,https://github.com/sethp/docker-ebpf.git,2,0,0,0
open-oam,ebpf-examples,https://github.com/open-oam/ebpf-examples.git,0,0,0,0
TraiOi,learning-ebpf,https://github.com/TraiOi/learning-ebpf.git,13124,0,0,0
sonals,eBPFExp,https://github.com/sonals/eBPFExp.git,0,0,0,0
SeanHeelan,ebpf-blade,https://github.com/SeanHeelan/ebpf-blade.git,0,0,0,0
hyorimitsu,hello-ebpf,https://github.com/hyorimitsu/hello-ebpf.git,403,0,0,0
